period_range,merchant,game_id,weekly_unique_users,active_days
20251013-20251019,1753174385,1698217741788,13,5
20251013-20251019,1757302420,1698217743900,13,7
20251013-20251019,1757738096,1698217743590,13,5
20251013-20251019,1749463700,1698217739281,13,5
20251013-20251019,1751632483,1698217741225,13,6
20251013-20251019,1756280066,1698217743594,13,7
20251013-20251019,1741762027,1698217738820,13,7
20251013-20251019,1747388774,1698217739129,13,5
20251013-20251019,1741932733,1698217738861,13,5
20251013-20251019,1741932733,1698217740160,13,6
20251013-20251019,1755246422,1698217743194,13,4
20251013-20251019,1741932733,1698217738863,13,7
20251013-20251019,1750762420,1698217740216,13,6
20251013-20251019,1723801345,1698217738111,13,6
20251013-20251019,1741932733,1698217740808,12,5
20251013-20251019,1723801345,1698217738115,12,6
20251013-20251019,1755246422,1698217743165,12,4
20251013-20251019,1756280066,1698217743593,12,7
20251013-20251019,1755246422,1698217743190,12,4
20251013-20251019,1753174385,1698217741781,12,6
20251013-20251019,1751632483,1698217741213,12,5
20251013-20251019,1723801345,1698217738123,12,7
20251013-20251019,1755248023,1698217743205,12,6
20251013-20251019,1749463700,1698217743816,12,6
20251013-20251019,1718444707,1698217740790,12,7
20251013-20251019,1756783981,1698217743677,12,4
20251013-20251019,1751615500,1698217741388,12,6
20251013-20251019,1749463700,1698217742868,12,6
20251013-20251019,1723801345,1698217738119,12,6
20251013-20251019,1752747448,1698217741720,12,5
20251013-20251019,1751602642,1698217740559,12,6
20251013-20251019,1755246422,1698217743193,12,3
20251013-20251019,1756783981,1698217744634,11,4
20251013-20251019,1756783981,1698217743680,11,3
20251013-20251019,1756280066,1698217743595,11,5
20251013-20251019,1750762420,1698217740210,11,5
20251013-20251019,1752566036,1698217741714,11,6
20251013-20251019,1757302420,1698217743940,11,6
20251013-20251019,1741762027,1698217738827,11,7
20251013-20251019,1756783981,1698217743676,11,4
20251013-20251019,1751632483,1698217741217,11,6
20251013-20251019,1723801345,1698217738121,11,6
20251013-20251019,1718444707,1698217737737,11,4
20251013-20251019,1757302420,1698217743926,11,6
20251013-20251019,1698202662,1698217736095,11,7
20251013-20251019,1756280066,1698217743609,11,5
20251013-20251019,1749463700,1698217739282,11,6
20251013-20251019,1718444707,1698217744525,10,4
20251013-20251019,1752747448,1698217741728,10,4
20251013-20251019,1757302420,1698217743925,10,6
20251013-20251019,1750762420,1698217740209,10,6
20251013-20251019,1741762027,1698217738816,10,6
20251013-20251019,1741762027,1698217738812,10,5
20251013-20251019,1750762420,1698217740201,10,5
20251013-20251019,1698202251,1698217736116,10,4
20251013-20251019,1723801345,1698217738124,10,5
20251013-20251019,1757738096,1698217743597,10,5
20251013-20251019,1755248023,1698217743237,10,7
20251013-20251019,1698202662,1698217744490,10,6
20251013-20251019,1751632483,1698217741221,10,6
20251013-20251019,1757738096,1698217743596,10,7
20251013-20251019,1757738096,1698217743582,9,6
20251013-20251019,1757302420,1698217743906,9,5
20251013-20251019,1752566036,1698217741528,9,6
20251013-20251019,1749627491,1698217741352,9,7
20251013-20251019,1751632483,1698217743855,9,6
20251013-20251019,1751632483,1698217742907,9,5
20251013-20251019,1755248023,1698217743238,9,5
20251013-20251019,1723801345,1698217738126,9,6
20251013-20251019,1751602642,1698217740558,9,5
20251013-20251019,1752747448,1698217741738,9,4
20251013-20251019,1755246422,1698217743161,9,4
20251013-20251019,1698202662,1698217736272,9,7
20251013-20251019,1752747448,1698217741744,9,5
20251013-20251019,1747388774,1698217739142,9,6
20251013-20251019,1752222840,1698217741454,9,6
20251013-20251019,1747388774,1698217739135,9,3
20251013-20251019,1751632483,1698217741232,8,5
20251013-20251019,1719571148,1698217737797,8,4
20251013-20251019,1752566036,1698217741552,8,4
20251013-20251019,1757302420,1698217743904,8,6
20251013-20251019,1753174385,1698217741778,8,6
20251013-20251019,1713329090,1698217736881,8,5
20251013-20251019,1756280066,1698217743602,8,4
20251013-20251019,1698202251,1698217736505,8,6
20251013-20251019,1718444707,1698217740142,8,6
20251013-20251019,1750649868,1698217741366,8,7
20251013-20251019,1751256811,1698217741375,8,5
20251013-20251019,1752566036,1698217741530,8,4
20251013-20251019,1755248023,1698217743220,8,4
20251013-20251019,1741762027,1698217738822,8,6
20251013-20251019,1751612625,1698217741379,8,7
20251013-20251019,1718444707,1698217737739,8,5
20251013-20251019,1751602642,1698217740555,8,4
20251013-20251019,1741932733,1698217741660,8,6
20251013-20251019,1756783981,1698217743672,8,3
20251013-20251019,1718444707,1698217737728,8,6
20251013-20251019,1750647418,1698217741357,8,4
20251013-20251019,1751632483,1698217741219,7,4
20251013-20251019,1756783981,1698217743685,7,3
20251013-20251019,1698202251,1698217744654,7,5
20251013-20251019,1753174385,1698217741793,7,4
20251013-20251019,1741762027,1698217738821,7,4
20251013-20251019,1757302420,1698217743927,7,5
20251013-20251019,1741932733,1698217738858,7,4
20251013-20251019,1698202662,1698217741287,7,4
20251013-20251019,1750413710,1698217739500,7,5
20251013-20251019,1752747448,1698217741726,7,4
20251013-20251019,1698202662,1698217736506,7,4
20251013-20251019,1749463700,1698217739267,7,3
20251013-20251019,1753174385,1698217741770,7,6
20251013-20251019,1752222840,1698217741466,7,4
20251013-20251019,1752747448,1698217744766,7,4
20251013-20251019,1753174385,1698217741785,7,6
20251013-20251019,1756783981,1698217743671,7,4
20251013-20251019,1750762420,1698217740203,7,4
20251013-20251019,1757738096,1698217743586,7,6
20251013-20251019,1713329090,1698217736882,7,5
20251013-20251019,1718444707,1698217741886,7,5
20251013-20251019,1698202662,1698217736486,7,4
20251013-20251019,1752566036,1698217741556,7,5
20251013-20251019,1752566036,1698217741538,7,5
20251013-20251019,1752747448,1698217741725,7,3
20251013-20251019,1741762027,1698217738818,7,5
20251013-20251019,1751615160,1698217741385,7,5
20251013-20251019,1719571148,1698217737820,6,5
20251013-20251019,1741932733,1698217738843,6,4
20251013-20251019,1752566036,1698217741534,6,4
20251013-20251019,1718444707,1698217738244,6,4
20251013-20251019,1751615402,1698217741387,6,6
20251013-20251019,1698202251,1698217736113,6,4
20251013-20251019,1749463700,1698217739264,6,4
20251013-20251019,1757738096,1698217743599,6,4
20251013-20251019,1698202662,1698217736098,6,4
20251013-20251019,1757738096,1698217743584,6,4
20251013-20251019,1751613789,1698217741382,6,5
20251013-20251019,1757738096,1698217743579,6,3
20251013-20251019,1698202662,1698217736306,6,4
20251013-20251019,1750762420,1698217740205,6,5
20251013-20251019,1750649540,1698217741364,6,5
20251013-20251019,1751632483,1698217741226,6,4
20251013-20251019,1741762027,1698217738835,6,5
20251013-20251019,1756783981,1698217743699,6,3
20251013-20251019,1756783981,1698217743679,6,4
20251013-20251019,1757738096,1698217743575,6,3
20251013-20251019,1757302420,1698217743931,6,5
20251013-20251019,1751613789,1698217740739,6,5
20251013-20251019,1752747448,1698217741733,6,4
20251013-20251019,1757738096,1698217743598,6,3
20251013-20251019,1741932733,1698217738865,6,4
20251013-20251019,1747388774,1698217739143,6,5
20251013-20251019,1698202251,1698217743752,6,4
20251013-20251019,1718444707,1698217737742,6,4
20251013-20251019,1756783981,1698217744799,6,4
20251013-20251019,1757302420,1698217743912,5,4
20251013-20251019,1713329090,1698217736885,5,5
20251013-20251019,1747388774,1698217739127,5,4
20251013-20251019,1756783981,1698217743684,5,2
20251013-20251019,1750413710,1698217739499,5,5
20251013-20251019,1757738096,1698217743592,5,3
20251013-20251019,1751613252,1698217741381,5,5
20251013-20251019,1753174385,1698217741766,5,4
20251013-20251019,1698202662,1698217737564,5,4
20251013-20251019,1750762420,1698217740211,5,3
20251013-20251019,1756783981,1698217743662,5,2
20251013-20251019,1751613072,1698217741380,5,4
20251013-20251019,1754913084,1698217743133,5,1
20251013-20251019,1698202251,1698217742804,5,5
20251013-20251019,1698202662,1698217744655,5,4
20251013-20251019,1755248023,1698217743234,5,4
20251013-20251019,1757302420,1698217743942,5,3
20251013-20251019,1754281426,1698217743041,5,2
20251013-20251019,1698202251,1698217741606,5,5
20251013-20251019,1718444707,1698217737741,5,3
20251013-20251019,1754281426,1698217743048,5,3
20251013-20251019,1741762027,1698217738813,5,4
20251013-20251019,1758528494,1698217744301,5,1
20251013-20251019,1754281426,1698217743049,5,3
20251013-20251019,1741932733,1698217738857,5,4
20251013-20251019,1751256811,1698217740354,5,3
20251013-20251019,1747388774,1698217739118,5,3
20251013-20251019,1757738096,1698217743589,5,3
20251013-20251019,1698202251,1698217736112,5,3
20251013-20251019,1698203058,1698217736030,5,3
20251013-20251019,1753174385,1698217741796,4,3
20251013-20251019,1749463700,1698217739260,4,3
20251013-20251019,1756783981,1698217743674,4,3
20251013-20251019,1756783981,1698217743668,4,3
20251013-20251019,1757738096,1698217743585,4,3
20251013-20251019,1747388774,1698217739117,4,4
20251013-20251019,1698202662,1698217737526,4,3
20251013-20251019,1751615057,1698217741384,4,4
20251013-20251019,1756783981,1698217743701,4,2
20251013-20251019,1741762027,1698217738806,4,4
20251013-20251019,1753174385,1698217741786,4,2
20251013-20251019,1754281426,1698217743037,4,3
20251013-20251019,1747388774,1698217739147,4,3
20251013-20251019,1698202251,1698217740856,4,4
20251013-20251019,1751632483,1698217741222,4,3
20251013-20251019,1719571148,1698217737823,4,4
20251013-20251019,1757738096,1698217743583,4,3
20251013-20251019,1718444707,1698217737730,4,4
20251013-20251019,1751632483,1698217741215,4,4
20251013-20251019,1753174385,1698217741771,4,3
20251013-20251019,1718444707,1698217737716,4,4
20251013-20251019,1698202662,1698217736654,4,4
20251013-20251019,1757738096,1698217743573,4,3
20251013-20251019,1755248023,1698217743222,4,4
20251013-20251019,1751615284,1698217741386,4,3
20251013-20251019,1750413710,1698217740174,4,3
20251013-20251019,1752747448,1698217741739,4,2
20251013-20251019,1719571148,1698217737806,4,3
20251013-20251019,1756280066,1698217743588,4,2
20251013-20251019,1752747448,1698217744601,4,2
20251013-20251019,1755246422,1698217743175,4,3
20251013-20251019,1756783981,1698217743697,4,3
20251013-20251019,1735282015,1698217738725,4,4
20251013-20251019,1752747448,1698217742914,4,2
20251013-20251019,1756783981,1698217743897,4,4
20251013-20251019,1698202662,1698217736099,4,3
20251013-20251019,1698202251,1698217744489,4,3
20251013-20251019,1698202251,1698217741850,4,3
20251013-20251019,1754281426,1698217743031,4,3
20251013-20251019,1760338096,1698217745048,4,4
20251013-20251019,1757302420,1698217743902,3,3
20251013-20251019,1698202251,1698217736239,3,2
20251013-20251019,1753174385,1698217741783,3,3
20251013-20251019,1751613789,1698217740723,3,2
20251013-20251019,1754913084,1698217743149,3,3
20251013-20251019,1747388774,1698217739125,3,3
20251013-20251019,1750762420,1698217740208,3,3
20251013-20251019,1753174385,1698217741772,3,3
20251013-20251019,1753174385,1698217741762,3,2
20251013-20251019,1750646521,1698217744723,3,3
20251013-20251019,1753174385,1698217741768,3,2
20251013-20251019,1742289481,1698217738986,3,3
20251013-20251019,1723801345,1698217738114,3,2
20251013-20251019,1754281426,1698217743045,3,3
20251013-20251019,1757657097,1698217744806,3,2
20251013-20251019,1752747448,1698217741732,3,3
20251013-20251019,1698202251,1698217736362,3,3
20251013-20251019,1752222840,1698217743858,3,3
20251013-20251019,1757302420,1698217743915,3,3
20251013-20251019,1750762420,1698217740215,3,2
20251013-20251019,1741762027,1698217738808,3,3
20251013-20251019,1756783981,1698217743692,3,2
20251013-20251019,1752747448,1698217741742,3,3
20251013-20251019,1756280066,1698217743589,3,3
20251013-20251019,1750762420,1698217740195,3,3
20251013-20251019,1742289481,1698217739003,3,2
20251013-20251019,1750413710,1698217739495,3,3
20251013-20251019,1747388774,1698217739126,3,2
20251013-20251019,1752747448,1698217741736,3,2
20251013-20251019,1698202662,1698217736240,3,3
20251013-20251019,1718444707,1698217737717,3,3
20251013-20251019,1750413710,1698217739498,3,3
20251013-20251019,1756783981,1698217743669,3,2
20251013-20251019,1713329090,1698217736895,3,3
20251013-20251019,1751256811,1698217744743,3,3
20251013-20251019,1718444707,1698217737715,3,3
20251013-20251019,1747388774,1698217739136,3,2
20251013-20251019,1718444707,1698217737718,3,3
20251013-20251019,1757738096,1698217743608,3,3
20251013-20251019,1718444707,1698217737729,3,3
20251013-20251019,1749463700,1698217739269,3,2
20251013-20251019,1756783981,1698217743700,3,1
20251013-20251019,1752206048,1698217741405,3,1
20251013-20251019,1753174385,1698217741784,3,3
20251013-20251019,1750762420,1698217740192,3,3
20251013-20251019,1718444707,1698217737724,3,1
20251013-20251019,1750762420,1698217740222,3,2
20251013-20251019,1756783981,1698217743663,3,3
20251013-20251019,1751615500,1698217744756,3,3
20251013-20251019,1753174385,1698217741769,3,2
20251013-20251019,1718444707,1698217737736,3,2
20251013-20251019,1750413710,1698217740530,3,3
20251013-20251019,1757738096,1698217743595,2,2
20251013-20251019,1747388774,1698217739131,2,2
20251013-20251019,1750413710,1698217739496,2,2
20251013-20251019,1749463700,1698217739277,2,2
20251013-20251019,1752222840,1698217741712,2,1
20251013-20251019,1750648058,1698217744727,2,2
20251013-20251019,1757656822,1698217744041,2,2
20251013-20251019,1747388774,1698217739119,2,2
20251013-20251019,1753174385,1698217741777,2,1
20251013-20251019,1756783981,1698217743686,2,2
20251013-20251019,1750649720,1698217741365,2,2
20251013-20251019,1752747448,1698217743862,2,1
20251013-20251019,1716179958,1698217738013,2,2
20251013-20251019,1751256811,1698217740373,2,2
20251013-20251019,1756783981,1698217743695,2,1
20251013-20251019,1750647705,1698217744726,2,2
20251013-20251019,1723801345,1698217738109,2,2
20251013-20251019,1752566036,1698217741529,2,2
20251013-20251019,1750413710,1698217739505,2,2
20251013-20251019,1750762420,1698217740196,2,2
20251013-20251019,1751613789,1698217740718,2,2
20251013-20251019,1755486340,1698217743272,2,1
20251013-20251019,1752747448,1698217741734,2,2
20251013-20251019,1718444707,1698217737725,2,2
20251013-20251019,1754913084,1698217743145,2,2
20251013-20251019,1757738096,1698217743609,2,2
20251013-20251019,1752566036,1698217741536,2,2
20251013-20251019,1752747448,1698217741721,2,2
20251013-20251019,1742280059,1698217741343,2,2
20251013-20251019,1760338096,1698217745013,2,1
20251013-20251019,1750762420,1698217740200,2,2
20251013-20251019,1752747448,1698217741741,2,2
20251013-20251019,1750647418,1698217744725,2,2
20251013-20251019,1751612625,1698217744747,2,2
20251013-20251019,1749463700,1698217739257,2,2
20251013-20251019,1749463700,1698217739286,2,2
20251013-20251019,1750413710,1698217739492,2,1
20251013-20251019,1755486340,1698217743273,2,2
20251013-20251019,1742289481,1698217739000,2,2
20251013-20251019,1754281426,1698217743047,2,2
20251013-20251019,1751632483,1698217741216,2,2
20251013-20251019,1752222840,1698217741467,2,2
20251013-20251019,1752206048,1698217741396,2,1
20251013-20251019,1757657097,1698217744137,2,1
20251013-20251019,1723801345,1698217738105,2,2
20251013-20251019,1752206048,1698217741431,2,1
20251013-20251019,1718444707,1698217741642,2,2
20251013-20251019,1750413710,1698217739482,2,2
20251013-20251019,1751613252,1698217740684,2,2
20251013-20251019,1742289481,1698217738985,2,2
20251013-20251019,1749463700,1698217739256,2,2
20251013-20251019,1751615160,1698217741044,2,2
20251013-20251019,1753174385,1698217741961,2,2
20251013-20251019,1698202662,1698217742805,2,1
20251013-20251019,1755486340,1698217743275,2,2
20251013-20251019,1747388774,1698217739121,2,2
20251013-20251019,1750413710,1698217739488,2,2
20251013-20251019,1750650532,1698217741369,2,2
20251013-20251019,1751615500,1698217741165,2,2
20251013-20251019,1751613789,1698217740738,2,2
20251013-20251019,1752566036,1698217741547,2,2
20251013-20251019,1751255752,1698217742891,2,2
20251013-20251019,1698202662,1698217740857,2,2
20251013-20251019,1757656943,1698217744092,2,2
20251013-20251019,1718444707,1698217737740,2,2
20251013-20251019,1752222840,1698217742910,2,2
20251013-20251019,1751255752,1698217740278,2,2
20251013-20251019,1698202251,1698217736305,2,2
20251013-20251019,1756783981,1698217743691,2,2
20251013-20251019,1718444707,1698217737738,2,2
20251013-20251019,1742289481,1698217738981,2,2
20251013-20251019,1751255752,1698217744741,2,2
20251013-20251019,1757738096,1698217743613,2,2
20251013-20251019,1718444707,1698217740892,2,2
20251013-20251019,1723801345,1698217738113,2,2
20251013-20251019,1735282015,1698217738726,2,2
20251013-20251019,1756783981,1698217743678,2,2
20251013-20251019,1751613789,1698217740717,2,2
20251013-20251019,1758696175,1698217744812,2,2
20251013-20251019,1751256811,1698217740358,2,1
20251013-20251019,1751256811,1698217740356,2,1
20251013-20251019,1751256811,1698217740350,2,2
20251013-20251019,1751255752,1698217740280,2,2
20251013-20251019,1749627491,1698217739342,2,2
20251013-20251019,1713329090,1698217736876,2,2
20251013-20251019,1747388774,1698217739133,1,1
20251013-20251019,1747388774,1698217739140,1,1
20251013-20251019,1752747448,1698217741731,1,1
20251013-20251019,1751255752,1698217740282,1,1
20251013-20251019,1751255752,1698217740298,1,1
20251013-20251019,1750662197,1698217744738,1,1
20251013-20251019,1751256811,1698217740360,1,1
20251013-20251019,1750413710,1698217739491,1,1
20251013-20251019,1750647002,1698217739559,1,1
20251013-20251019,1755486340,1698217743269,1,1
20251013-20251019,1751615500,1698217741161,1,1
20251013-20251019,1750648580,1698217741925,1,1
20251013-20251019,1755486340,1698217744628,1,1
20251013-20251019,1757302420,1698217743907,1,1
20251013-20251019,1756783981,1698217743693,1,1
20251013-20251019,1755486340,1698217743281,1,1
20251013-20251019,1757656822,1698217744067,1,1
20251013-20251019,1751255752,1698217740274,1,1
20251013-20251019,1751615057,1698217741023,1,1
20251013-20251019,1752222840,1698217741468,1,1
20251013-20251019,1757657097,1698217744149,1,1
20251013-20251019,1757302420,1698217743911,1,1
20251013-20251019,1757302420,1698217743914,1,1
20251013-20251019,1752222840,1698217741956,1,1
20251013-20251019,1750648058,1698217739686,1,1
20251013-20251019,1750650330,1698217744736,1,1
20251013-20251019,1751613789,1698217740726,1,1
20251013-20251019,1742289481,1698217738982,1,1
20251013-20251019,1760338096,1698217745034,1,1
20251013-20251019,1751255752,1698217740279,1,1
20251013-20251019,1751255752,1698217740272,1,1
20251013-20251019,1752222840,1698217741448,1,1
20251013-20251019,1756783981,1698217743698,1,1
20251013-20251019,1750648580,1698217739761,1,1
20251013-20251019,1698202662,1698217736096,1,1
20251013-20251019,1751615500,1698217741183,1,1
20251013-20251019,1752747448,1698217741755,1,1
20251013-20251019,1750647705,1698217744561,1,1
20251013-20251019,1742289481,1698217738988,1,1
20251013-20251019,1752747448,1698217741730,1,1
20251013-20251019,1757657097,1698217744152,1,1
20251013-20251019,1751256811,1698217740361,1,1
20251013-20251019,1758696175,1698217744409,1,1
20251013-20251019,1752206048,1698217741421,1,1
20251013-20251019,1760608379,1698217745093,1,1
20251013-20251019,1751256811,1698217740371,1,1
20251013-20251019,1698202251,1698217736104,1,1
20251013-20251019,1698202662,1698217736087,1,1
20251013-20251019,1756783981,1698217743660,1,1
20251013-20251019,1758696142,1698217744352,1,1
20251013-20251019,1749627491,1698217744720,1,1
20251013-20251019,1750650532,1698217740055,1,1
20251013-20251019,1719571148,1698217737807,1,1
20251013-20251019,1751255752,1698217744576,1,1
20251013-20251019,1749627491,1698217739357,1,1
20251013-20251019,1751255752,1698217740293,1,1
20251013-20251019,1756783981,1698217743696,1,1
20251013-20251019,1753174385,1698217741797,1,1
20251013-20251019,1752566036,1698217741533,1,1
20251013-20251019,1751256811,1698217740355,1,1
20251013-20251019,1752747448,1698217741735,1,1
20251013-20251019,1751615160,1698217741065,1,1
20251013-20251019,1750646521,1698217739530,1,1
20251013-20251019,1718444707,1698217737719,1,1
20251013-20251019,1750413710,1698217739485,1,1
20251013-20251019,1718444707,1698217737731,1,1
20251013-20251019,1751255752,1698217740296,1,1
20251013-20251019,1756783981,1698217743667,1,1
20251013-20251019,1755486340,1698217743891,1,1
20251013-20251019,1757657097,1698217744127,1,1
20251013-20251019,1723801345,1698217738112,1,1
20251013-20251019,1753174385,1698217741787,1,1
20251013-20251019,1757656822,1698217744046,1,1
20251013-20251019,1742289481,1698217738990,1,1
20251013-20251019,1719571148,1698217737802,1,1
20251013-20251019,1758629060,1698217744645,1,1
20251013-20251019,1751615500,1698217741187,1,1
20251013-20251019,1719571148,1698217737799,1,1
20251013-20251019,1757657097,1698217744155,1,1
20251013-20251019,1698202662,1698217736227,1,1
20251013-20251019,1756783981,1698217743690,1,1
20251013-20251019,1752222840,1698217744760,1,1
20251013-20251019,1751256811,1698217744578,1,1
20251013-20251019,1752747448,1698217741753,1,1
20251013-20251019,1755486340,1698217743276,1,1
20251013-20251019,1750648058,1698217741359,1,1
20251013-20251019,1718444707,1698217737722,1,1
20251013-20251019,1760608379,1698217745061,1,1
20251013-20251019,1698202662,1698217736363,1,1
20251013-20251019,1756783981,1698217743661,1,1
20251013-20251019,1750647705,1698217739631,1,1
20251013-20251019,1751615160,1698217744753,1,1
20251013-20251019,1754281426,1698217743029,1,1
20251013-20251019,1750649540,1698217739868,1,1
20251013-20251019,1752566036,1698217741535,1,1
20251013-20251019,1747388774,1698217739123,1,1
20251013-20251019,1698202662,1698217740755,1,1
20251013-20251019,1757302420,1698217743923,1,1
20251013-20251019,1750413710,1698217739477,1,1
20251013-20251019,1756783981,1698217743682,1,1
20251013-20251019,1747388774,1698217739124,1,1
20251013-20251019,1757656822,1698217744045,1,1
20251013-20251019,1750650532,1698217744737,1,1
20251013-20251019,1754281426,1698217743051,1,1
20251013-20251019,1753174385,1698217742915,1,1
20251013-20251019,1760608379,1698217745089,1,1
20251013-20251019,1750649209,1698217741363,1,1
20251013-20251019,1752222840,1698217744595,1,1
20251013-20251019,1742289481,1698217738993,1,1
20251013-20251019,1749463700,1698217739274,1,1
20251013-20251019,1757657097,1698217744133,1,1
20251013-20251019,1755486340,1698217743274,1,1
20251013-20251019,1698202662,1698217737754,1,1
20251013-20251019,1752206048,1698217741394,1,1
20251013-20251019,1751615500,1698217741159,1,1
20251013-20251019,1751256811,1698217740347,1,1
20251013-20251019,1752747448,1698217741750,1,1
20251013-20251019,1751613252,1698217744749,1,1
20251013-20251019,1751632483,1698217741230,1,1
20251013-20251019,1750647705,1698217739633,1,1
20251013-20251019,1742289481,1698217739001,1,1
20251013-20251019,1750649540,1698217744732,1,1
20251013-20251019,1760608379,1698217745096,1,1
20251013-20251019,1754281426,1698217743044,1,1
20251013-20251019,1742289481,1698217738976,1,1
20251013-20251019,1723801345,1698217738116,1,1
20251013-20251019,1751613789,1698217744750,1,1
20251013-20251019,1757656822,1698217744059,1,1
20251013-20251019,1719571148,1698217737805,1,1
20251013-20251019,1757302420,1698217743916,1,1
20251013-20251019,1742289481,1698217738987,1,1
20251013-20251019,1753174385,1698217741773,1,1
20251013-20251019,1753174385,1698217741774,1,1
20251013-20251019,1751615402,1698217741146,1,1
20251013-20251019,1751615057,1698217741022,1,1
20251013-20251019,1750649540,1698217739852,1,1
20251013-20251019,1755486340,1698217743271,1,1
20251013-20251019,1751615057,1698217744752,1,1
20251013-20251019,1718444707,1698217737723,1,1
20251013-20251019,1718444707,1698217737744,1,1
20251013-20251019,1750648292,1698217741360,1,1
20251013-20251019,1760608478,1698217745106,1,1
20251013-20251019,1753174385,1698217741800,1,1
20251013-20251019,1749463700,1698217739259,1,1
20251013-20251019,1751613252,1698217740700,1,1
20251013-20251019,1751613789,1698217744585,1,1
20251013-20251019,1752566036,1698217742912,1,1
20251013-20251019,1758696175,1698217744426,1,1
20251013-20251019,1754913084,1698217743152,1,1
20251013-20251019,1698202662,1698217741607,1,1
20251013-20251019,1750648580,1698217739738,1,1
20251013-20251019,1751256811,1698217740363,1,1
20251013-20251019,1751255752,1698217740277,1,1
20251013-20251019,1750649868,1698217744734,1,1
20251013-20251019,1756783981,1698217743673,1,1
20251013-20251019,1750649209,1698217744566,1,1
20251013-20251019,1718444707,1698217737732,1,1
20251013-20251019,1752222840,1698217741473,1,1
20251013-20251019,1752747448,1698217741747,1,1
20251013-20251019,1751615500,1698217741195,1,1
20251013-20251019,1751615160,1698217741060,1,1
20251013-20251019,1751613789,1698217740744,1,1
20251013-20251019,1750646521,1698217739512,1,1
20251013-20251019,1757657097,1698217744129,1,1
20251013-20251019,1754913084,1698217743137,1,1
20251013-20251019,1718444707,1698217737726,1,1
20251013-20251019,1757656822,1698217744062,1,1
20251013-20251019,1751615402,1698217741143,1,1
20251013-20251019,1757657097,1698217744154,1,1
20251013-20251019,1760338096,1698217745027,1,1
20251013-20251019,1747388774,1698217739138,1,1
20251013-20251019,1751255752,1698217740283,1,1
20251013-20251019,1749463700,1698217739275,1,1
20251013-20251019,1757657097,1698217744151,1,1
20251013-20251019,1749627491,1698217744555,1,1
20251013-20251019,1755486340,1698217743268,1,1
20251013-20251019,1757656640,1698217744016,1,1
20251013-20251019,1749627491,1698217739352,1,1
20251013-20251019,1750762420,1698217740213,1,1
20251013-20251019,1751615284,1698217741077,1,1
20251013-20251019,1755486340,1698217743261,1,1
20251013-20251019,1757738096,1698217743594,1,1
20251013-20251019,1757656943,1698217744107,1,1
20251013-20251019,1750648580,1698217739760,1,1
20251013-20251019,1751255752,1698217741373,1,1
20251013-20251019,1750762420,1698217740193,1,1
20251013-20251019,1750413710,1698217739483,1,1
20251013-20251019,1749627491,1698217739360,1,1
20251013-20251019,1757302420,1698217743910,1,1
20251013-20251019,1750413710,1698217739487,1,1
20251013-20251019,1757656640,1698217743992,1,1
20251013-20251019,1760338096,1698217745045,1,1
20251013-20251019,1754913084,1698217743154,1,1
20251013-20251019,1757656943,1698217744805,1,1
20251013-20251019,1718444707,1698217742840,1,1
20251013-20251019,1751256462,1698217744577,1,1
20251013-20251019,1751255752,1698217740300,1,1
20251013-20251019,1751615500,1698217741166,1,1
20251013-20251019,1751256811,1698217740346,1,1
20251013-20251019,1751256811,1698217740359,1,1
20251013-20251019,1751256811,1698217740357,1,1
20251013-20251019,1750650532,1698217740048,1,1
20251013-20251019,1749627491,1698217739340,1,1
20251013-20251019,1698202251,1698217736817,1,1
20251013-20251019,1751612625,1698217744582,1,1
20251013-20251019,1749627491,1698217743818,1,1
20251013-20251019,1698202662,1698217741851,1,1
20251013-20251019,1758629060,1698217744345,1,1
20251013-20251019,1752747448,1698217741749,1,1
20251013-20251019,1742289481,1698217738995,1,1
20251013-20251019,1758629060,1698217744340,1,1
20251013-20251019,1753174385,1698217741776,1,1
20251013-20251019,1752747448,1698217741740,1,1
20251013-20251019,1747388774,1698217739139,1,1
20251013-20251019,1750646521,1698217739537,1,1
20251013-20251019,1754913084,1698217743146,1,1
